tipo_propiedad,localidad,provincia,sup_total,sup_cubierta,precio_m2,ambientes,ratio_sup,amenities,cochera
apartment,Belgrano,Capital Federal,49.0,46.0,3220.0,3.0,1.065217391304348,0,0
apartment,Retiro,Capital Federal,133.0,133.0,2970.0,4.0,1.0,0,0
apartment,Las Cañitas,Capital Federal,39.0,37.0,2960.0,2.0,1.054054054054054,0,0
apartment,Agronomía,Capital Federal,64.0,47.0,2650.0,2.0,1.3617021276595744,0,0
apartment,Agronomía,Capital Federal,64.0,47.0,2780.0,2.0,1.3617021276595744,0,0
apartment,Barrio Norte,Capital Federal,70.0,63.0,3140.0,3.0,1.1111111111111112,0,0
apartment,Boedo,Capital Federal,49.0,49.0,2140.0,2.0,1.0,0,0
house,Villa Santa Rita,Capital Federal,232.0,116.0,3450.0,5.0,1.522882230382156,0,0
apartment,Barrio Norte,Capital Federal,43.0,37.0,4190.0,1.0,1.162162162162162,0,0
apartment,Parque Patricios,Capital Federal,36.0,34.0,2880.0,1.0,1.0588235294117647,0,0
apartment,Barrio Norte,Capital Federal,75.0,51.0,4900.0,2.0,1.4705882352941178,0,0
apartment,Barrio Norte,Capital Federal,45.0,41.0,4020.0,1.0,1.0975609756097562,0,0
apartment,Almagro,Capital Federal,80.0,69.0,1860.0,4.0,1.1594202898550725,0,0
apartment,Balvanera,Capital Federal,80.0,69.0,1860.0,4.0,1.1594202898550725,0,0
apartment,Caballito,Capital Federal,52.0,45.0,2930.0,2.0,1.1555555555555554,0,0
apartment,Recoleta,Capital Federal,140.0,120.0,3170.0,4.0,1.1666666666666667,0,0
apartment,Caballito,Capital Federal,40.0,35.0,2430.0,1.0,1.1428571428571428,0,0
apartment,Flores,Capital Federal,35.0,35.0,2490.0,2.0,1.0,0,0
apartment,Villa Devoto,Capital Federal,59.0,59.0,2630.0,3.0,1.0,0,0
apartment,Caballito,Capital Federal,64.0,45.0,3020.0,2.0,1.4222222222222223,0,0
apartment,Belgrano,Capital Federal,112.0,112.0,3000.0,5.0,1.0,0,0
house,Capital Federal,Capital Federal,787.0,360.0,1530.0,3.0,2.756564547185661,0,0
apartment,Caballito,Capital Federal,30.0,28.0,2680.0,1.0,1.0714285714285714,0,0
apartment,Caballito,Capital Federal,105.0,101.0,2280.0,4.0,1.0396039603960396,0,0
apartment,Caballito,Capital Federal,138.0,138.0,1810.0,4.0,1.0,0,0
house,Palermo,Capital Federal,409.04262962978584,335.0,3580.0,5.0,1.2210227750142861,0,0
apartment,Caballito,Capital Federal,49.0,49.0,2640.0,2.0,1.0,0,0
apartment,Palermo,Capital Federal,101.0,101.0,2520.0,2.0,1.0,0,0
PH,Villa Crespo,Capital Federal,64.24432091074694,48.0,2600.0,3.0,1.3384233523072278,0,0
apartment,Villa Crespo,Capital Federal,68.0,68.0,2570.0,3.0,1.0,0,0
apartment,San Telmo,Capital Federal,43.0,43.0,3230.0,2.0,1.0,0,0
apartment,San Telmo,Capital Federal,68.0,68.0,2930.0,2.0,1.0,0,0
apartment,Caballito,Capital Federal,177.0,177.0,2660.0,4.0,1.0,0,0
PH,Caballito,Capital Federal,206.60109903444965,150.0,2570.0,5.0,1.3773406602296643,0,0
PH,Velez Sarsfield,Capital Federal,150.19983570918296,92.0,1250.0,2.0,1.6326069098824236,0,0
apartment,Palermo,Capital Federal,27.0,27.0,3330.0,1.0,1.0,0,0
apartment,Belgrano,Capital Federal,127.0,127.0,1330.0,3.0,1.0,0,0
apartment,Puerto Madero,Capital Federal,125.0,125.0,7720.0,3.0,1.0,0,0
apartment,Barrio Norte,Capital Federal,34.0,34.0,2740.0,2.0,1.0,0,0
apartment,Once,Capital Federal,44.0,44.0,1640.0,3.0,1.0,0,0
apartment,Congreso,Capital Federal,120.0,120.0,2000.0,4.0,1.0,0,0
apartment,Villa Luro,Capital Federal,62.0,62.0,1940.0,3.0,1.0,0,0
apartment,Parque Centenario,Capital Federal,44.0,41.0,2610.0,2.0,1.0731707317073171,0,0
apartment,Belgrano,Capital Federal,70.0,62.0,3870.0,4.0,1.1290322580645162,0,0
PH,Balvanera,Capital Federal,161.0,144.0,1290.0,6.0,1.234902504259906,0,0
apartment,Belgrano,Capital Federal,185.0,178.0,4780.0,4.0,1.0393258426966292,0,0
apartment,Balvanera,Capital Federal,87.0,75.0,1520.0,4.0,1.16,0,0
apartment,Belgrano,Capital Federal,49.0,49.0,2650.0,3.0,1.0,0,0
apartment,Villa Crespo,Capital Federal,69.0,46.0,2980.0,2.0,1.5,0,0
apartment,Balvanera,Capital Federal,108.0,100.0,1990.0,3.0,1.08,0,0
apartment,Congreso,Capital Federal,20.0,20.0,2750.0,1.0,1.0,0,0
apartment,Once,Capital Federal,102.0,94.0,2340.0,4.0,1.0851063829787233,0,0
apartment,Villa Luro,Capital Federal,42.0,42.0,1850.0,2.0,1.0,0,0
apartment,Velez Sarsfield,Capital Federal,42.0,42.0,1900.0,2.0,1.0,0,0
apartment,Nuñez,Capital Federal,55.0,55.0,3160.0,3.0,1.0,0,0
apartment,Saavedra,Capital Federal,47.0,47.0,2450.0,2.0,1.0,0,0
apartment,Caballito,Capital Federal,35.0,35.0,2570.0,1.0,1.0,0,0
apartment,Palermo,Capital Federal,57.0,57.0,3070.0,3.0,1.0,0,0
apartment,Palermo,Capital Federal,88.0,88.0,2250.0,3.0,1.0,0,0
apartment,Barrio Norte,Capital Federal,73.0,73.0,2580.0,3.0,1.0,0,0
apartment,San Nicolás,Capital Federal,64.0,64.0,1810.0,3.0,1.0,0,0
apartment,Saavedra,Capital Federal,50.0,46.0,2390.0,2.0,1.0869565217391304,0,0
apartment,Palermo,Capital Federal,164.0,123.0,2850.0,4.0,1.3333333333333333,0,0
apartment,Palermo,Capital Federal,395.0,123.0,2790.0,4.0,3.2113821138211383,0,0
apartment,Palermo,Capital Federal,128.0,123.0,2850.0,4.0,1.0406504065040652,0,0
apartment,Recoleta,Capital Federal,242.0,182.0,5110.0,3.0,1.3296703296703296,0,0
apartment,Villa Urquiza,Capital Federal,40.0,37.0,2930.0,4.0,1.0810810810810811,0,0
apartment,Villa Urquiza,Capital Federal,35.0,32.0,2860.0,4.0,1.09375,0,0
apartment,Villa Urquiza,Capital Federal,43.0,38.0,3000.0,4.0,1.131578947368421,0,0
apartment,Villa Urquiza,Capital Federal,35.0,32.0,2930.0,4.0,1.09375,0,0
apartment,Parque Patricios,Capital Federal,40.0,40.0,1720.0,1.0,1.0,0,0
apartment,Abasto,Capital Federal,72.0,72.0,3060.0,3.0,1.0,0,0
PH,Saavedra,Capital Federal,99.38500931492993,80.0,2000.0,3.0,1.242312616436624,0,0
apartment,Caballito,Capital Federal,135.0,135.0,2330.0,4.0,1.0,0,0
apartment,Belgrano,Capital Federal,132.0,132.0,2880.0,4.0,1.0,0,0
apartment,Nuñez,Capital Federal,51.0,51.0,1940.0,2.0,1.0,0,0
PH,Villa Urquiza,Capital Federal,26.7987603176459,20.0,6000.0,3.0,1.339938015882295,0,0
apartment,Villa Devoto,Capital Federal,46.0,46.0,2130.0,2.0,1.0,0,0
PH,Balvanera,Capital Federal,197.58440068158495,160.0,1710.0,7.0,1.234902504259906,0,0
apartment,Parque Avellaneda,Capital Federal,35.0,35.0,2140.0,2.0,1.0,0,0
apartment,Palermo,Capital Federal,76.0,68.0,2650.0,3.0,1.1176470588235294,0,0
apartment,Balvanera,Capital Federal,82.0,82.0,1680.0,3.0,1.0,0,0
PH,Barracas,Capital Federal,25.558742889775402,20.0,9450.0,3.0,1.2779371444887702,0,0
apartment,Liniers,Capital Federal,68.0,68.0,1310.0,4.0,1.0,0,0
apartment,Almagro,Capital Federal,35.0,35.0,2860.0,2.0,1.0,0,0
apartment,Barracas,Capital Federal,49.0,49.0,2130.0,3.0,1.0,0,0
apartment,Caballito,Capital Federal,40.0,35.0,2230.0,1.0,1.1428571428571428,0,0
apartment,Balvanera,Capital Federal,83.0,72.0,3030.0,3.0,1.1527777777777777,0,0
apartment,Balvanera,Capital Federal,82.0,72.0,3030.0,3.0,1.1388888888888888,0,0
apartment,Balvanera,Capital Federal,56.0,49.0,3120.0,2.0,1.1428571428571428,0,0
apartment,Balvanera,Capital Federal,55.0,49.0,3120.0,2.0,1.1224489795918366,0,0
PH,Villa Pueyrredón,Capital Federal,172.30359339645037,115.0,2220.0,4.0,1.4982921164908727,0,0
apartment,Caballito,Capital Federal,44.0,44.0,2250.0,2.0,1.0,0,0
apartment,Palermo,Capital Federal,30.0,30.0,3000.0,1.0,1.0,0,0
apartment,Villa Crespo,Capital Federal,41.0,37.0,3240.0,2.0,1.1081081081081081,0,0
apartment,Palermo,Capital Federal,42.0,37.0,3030.0,2.0,1.135135135135135,0,0
apartment,Almagro,Capital Federal,107.0,104.0,3510.0,4.0,1.0288461538461537,0,0
apartment,Villa Crespo,Capital Federal,44.0,41.0,2610.0,2.0,1.0731707317073171,0,0
apartment,Las Cañitas,Capital Federal,37.0,34.0,4060.0,2.0,1.088235294117647,0,0
apartment,Centro / Microcentro,Capital Federal,40.0,40.0,2010.0,2.0,1.0,0,0
apartment,Barrio Norte,Capital Federal,62.0,62.0,3790.0,2.0,1.0,0,0
apartment,Retiro,Capital Federal,79.0,71.0,3520.0,3.0,1.1126760563380282,0,0
apartment,Villa Crespo,Capital Federal,72.0,69.0,2320.0,4.0,1.0434782608695652,0,0
apartment,Boedo,Capital Federal,43.0,40.0,2580.0,2.0,1.075,0,0
apartment,Caballito,Capital Federal,59.0,55.0,3290.0,2.0,1.0727272727272728,0,0
apartment,Flores,Capital Federal,64.0,60.0,2400.0,3.0,1.0666666666666667,0,0
apartment,Villa Urquiza,Capital Federal,65.0,59.0,2630.0,2.0,1.1016949152542372,0,0
PH,Villa Pueyrredón,Capital Federal,79.0,56.0,2500.0,3.0,1.4982921164908727,0,0
apartment,Belgrano,Capital Federal,58.0,58.0,2100.0,3.0,1.0,0,0
apartment,Boedo,Capital Federal,43.0,40.0,2580.0,2.0,1.075,0,0
apartment,Once,Capital Federal,55.0,55.0,1770.0,3.0,1.0,0,0
apartment,Villa General Mitre,Capital Federal,60.0,56.0,2140.0,3.0,1.0714285714285714,0,0
apartment,Versalles,Capital Federal,65.0,58.0,1980.0,3.0,1.1206896551724137,0,0
apartment,Centro / Microcentro,Capital Federal,38.0,38.0,2470.0,1.0,1.0,0,0
apartment,Floresta,Capital Federal,56.0,53.0,1550.0,2.0,1.0566037735849056,0,0
apartment,Coghlan,Capital Federal,120.0,115.0,2700.0,3.0,1.0434782608695652,0,0
apartment,Belgrano,Capital Federal,77.0,61.0,3570.0,3.0,1.2622950819672132,0,0
apartment,Barrio Norte,Capital Federal,143.0,141.0,4680.0,5.0,1.0141843971631206,0,0
apartment,Boca,Capital Federal,79.0,70.0,2000.0,3.0,1.1285714285714286,0,0
apartment,Floresta,Capital Federal,44.0,44.0,1800.0,2.0,1.0,0,0
house,Flores,Capital Federal,92.0,70.0,3140.0,3.0,1.2503820708059983,0,0
apartment,Villa del Parque,Capital Federal,59.0,56.0,4460.0,2.0,1.0535714285714286,0,0
house,Villa Santa Rita,Capital Federal,370.0,277.0,1900.0,7.0,1.522882230382156,0,0
house,Mataderos,Capital Federal,158.0,158.0,1800.0,4.0,1.4644707258227643,0,0
apartment,Liniers,Capital Federal,102.0,62.0,2740.0,4.0,1.6451612903225807,0,0
apartment,Puerto Madero,Capital Federal,130.0,120.0,5330.0,2.0,1.0833333333333333,0,0
apartment,Puerto Madero,Capital Federal,108.0,108.0,4540.0,2.0,1.0,0,0
apartment,Palermo Soho,Capital Federal,45.0,45.0,2670.0,2.0,1.0,0,0
PH,Villa Lugano,Capital Federal,68.0,60.0,1530.0,3.0,1.2203759367119176,0,0
apartment,Balvanera,Capital Federal,55.0,50.0,1900.0,3.0,1.1,0,0
apartment,Barrio Norte,Capital Federal,30.0,30.0,3000.0,2.0,1.0,0,0
apartment,Palermo Hollywood,Capital Federal,120.0,80.0,4880.0,3.0,1.5,0,0
apartment,Belgrano,Capital Federal,42.0,40.0,3950.0,1.0,1.05,0,0
apartment,Villa Crespo,Capital Federal,32.0,32.0,2250.0,2.0,1.0,0,0
apartment,Villa Crespo,Capital Federal,58.0,42.0,2620.0,2.0,1.380952380952381,0,0
apartment,San Nicolás,Capital Federal,30.0,28.0,2750.0,1.0,1.0714285714285714,0,0
apartment,Las Cañitas,Capital Federal,110.0,100.0,2600.0,4.0,1.1,0,0
PH,Paternal,Capital Federal,189.0,180.0,830.0,5.0,1.2091578125485987,0,0
apartment,Paternal,Capital Federal,38.0,36.0,1890.0,2.0,1.0555555555555556,0,0
apartment,Caballito,Capital Federal,125.0,72.0,3260.0,4.0,1.7361111111111112,0,0
apartment,Nuñez,Capital Federal,50.0,47.0,3620.0,2.0,1.0638297872340425,0,0
apartment,Balvanera,Capital Federal,64.0,64.0,2170.0,3.0,1.0,0,0
apartment,Recoleta,Capital Federal,95.0,91.0,2580.0,3.0,1.043956043956044,0,0
apartment,Puerto Madero,Capital Federal,120.0,110.0,7000.0,3.0,1.0909090909090908,0,0
apartment,Constitución,Capital Federal,35.0,32.0,1550.0,1.0,1.09375,0,0
apartment,San Cristobal,Capital Federal,40.0,36.0,2280.0,2.0,1.1111111111111112,0,0
apartment,Caballito,Capital Federal,38.0,35.0,2910.0,1.0,1.0857142857142856,0,0
apartment,Monserrat,Capital Federal,75.0,72.0,1790.0,3.0,1.0416666666666667,0,0
apartment,Caballito,Capital Federal,44.0,41.0,3170.0,1.0,1.0731707317073171,0,0
apartment,Caballito,Capital Federal,73.0,73.0,2640.0,3.0,1.0,0,0
apartment,Las Cañitas,Capital Federal,115.0,105.0,4860.0,3.0,1.0952380952380953,0,0
apartment,Recoleta,Capital Federal,38.0,38.0,2450.0,2.0,1.0,0,0
apartment,Almagro,Capital Federal,32.0,32.0,2410.0,1.0,1.0,0,0
house,Capital Federal,Capital Federal,787.0,360.0,1530.0,4.0,2.756564547185661,0,0
apartment,Saavedra,Capital Federal,52.0,48.0,2650.0,2.0,1.0833333333333333,0,0
house,Capital Federal,Capital Federal,460.0,146.0,2260.0,3.0,2.756564547185661,0,0
house,Capital Federal,Capital Federal,1431.0,400.0,1720.0,2.0,2.756564547185661,0,0
house,Capital Federal,Capital Federal,600.0,250.0,1460.0,2.0,2.756564547185661,0,0
house,Capital Federal,Capital Federal,150.0,130.0,1770.0,3.0,2.756564547185661,0,0
apartment,Barrio Norte,Capital Federal,46.0,42.0,4100.0,2.0,1.0952380952380953,0,0
apartment,Belgrano,Capital Federal,180.0,180.0,7780.0,4.0,1.0,0,0
apartment,Palermo Chico,Capital Federal,141.0,141.0,4820.0,4.0,1.0,0,0
apartment,Palermo,Capital Federal,91.0,91.0,3300.0,4.0,1.0,0,0
apartment,Belgrano,Capital Federal,30.0,30.0,2730.0,1.0,1.0,0,0
apartment,Palermo,Capital Federal,126.0,126.0,2900.0,5.0,1.0,0,0
apartment,Once,Capital Federal,64.0,64.0,2120.0,3.0,1.0,0,0
apartment,Nuñez,Capital Federal,90.0,47.0,3600.0,2.0,1.9148936170212767,0,0
apartment,Recoleta,Capital Federal,64.0,53.0,3660.0,2.0,1.2075471698113207,0,0
apartment,Barrio Norte,Capital Federal,48.0,46.0,2720.0,2.0,1.0434782608695652,0,0
apartment,Palermo,Capital Federal,48.0,46.0,2720.0,2.0,1.0434782608695652,0,0
apartment,Balvanera,Capital Federal,96.0,85.0,2330.0,3.0,1.1294117647058823,0,0
apartment,Parque Patricios,Capital Federal,69.0,69.0,1880.0,3.0,1.0,0,0
apartment,Villa Urquiza,Capital Federal,61.0,48.0,3190.0,2.0,1.2708333333333333,0,0
PH,Villa Crespo,Capital Federal,67.0,61.0,3000.0,3.0,1.3384233523072278,0,0
apartment,Recoleta,Capital Federal,64.0,53.0,3660.0,2.0,1.2075471698113207,0,0
apartment,Recoleta,Capital Federal,45.0,38.0,3810.0,1.0,1.1842105263157894,0,0
apartment,Colegiales,Capital Federal,52.0,49.0,3160.0,3.0,1.0612244897959184,0,0
apartment,Barrio Norte,Capital Federal,57.0,50.0,3180.0,3.0,1.14,0,0
apartment,Belgrano,Capital Federal,141.0,141.0,2800.0,4.0,1.0,0,0
apartment,Belgrano,Capital Federal,100.0,100.0,2400.0,4.0,1.0,0,0
house,Versalles,Capital Federal,240.0,140.0,2390.0,6.0,1.425346581066233,0,0
PH,Villa Real,Capital Federal,160.0,100.0,1850.0,4.0,1.4366196554359005,0,0
apartment,Flores,Capital Federal,95.0,95.0,1930.0,4.0,1.0,0,0
apartment,Barracas,Capital Federal,45.0,45.0,1600.0,1.0,1.0,0,1
apartment,Belgrano,Capital Federal,99.0,99.0,2730.0,3.0,1.0,0,0
apartment,Belgrano,Capital Federal,76.0,76.0,3450.0,3.0,1.0,0,0
PH,Paternal,Capital Federal,24.183156250971972,20.0,7750.0,3.0,1.2091578125485987,0,0
apartment,Recoleta,Capital Federal,190.0,190.0,5000.0,5.0,1.0,0,0
apartment,Palermo,Capital Federal,40.0,40.0,2880.0,2.0,1.0,0,0
apartment,Balvanera,Capital Federal,91.0,91.0,1480.0,3.0,1.0,0,0
apartment,Las Cañitas,Capital Federal,81.0,71.0,3460.0,3.0,1.1408450704225352,0,0
apartment,Boedo,Capital Federal,60.0,60.0,2080.0,3.0,1.0,0,0
apartment,Nuñez,Capital Federal,42.0,42.0,3100.0,1.0,1.0,0,0
apartment,Monte Castro,Capital Federal,46.0,46.0,2500.0,1.0,1.0,0,0
house,Villa Devoto,Capital Federal,346.30493529024307,265.0,1540.0,5.0,1.306811076566955,0,0
apartment,Belgrano,Capital Federal,35.0,35.0,2800.0,1.0,1.0,0,0
PH,Saavedra,Capital Federal,134.1697625751554,108.0,2870.0,4.0,1.242312616436624,0,0
apartment,Barrio Norte,Capital Federal,46.0,42.0,4100.0,2.0,1.0952380952380953,0,0
apartment,Villa Urquiza,Capital Federal,25.0,25.0,2580.0,1.0,1.0,0,0
apartment,Villa General Mitre,Capital Federal,60.0,60.0,1830.0,3.0,1.0,0,0
apartment,Barrio Norte,Capital Federal,81.0,81.0,2590.0,3.0,1.0,0,0
apartment,Las Cañitas,Capital Federal,55.0,55.0,3450.0,2.0,1.0,0,0
apartment,Palermo Hollywood,Capital Federal,36.0,36.0,2890.0,1.0,1.0,0,0
apartment,Recoleta,Capital Federal,30.0,30.0,3830.0,1.0,1.0,0,0
PH,Caballito,Capital Federal,110.0,110.0,1910.0,5.0,1.3773406602296643,0,0
apartment,Palermo Hollywood,Capital Federal,95.0,95.0,2470.0,3.0,1.0,0,0
apartment,Barrio Norte,Capital Federal,65.0,65.0,2290.0,2.0,1.0,0,0
PH,Villa Crespo,Capital Federal,110.0,110.0,1910.0,5.0,1.3384233523072278,0,0
apartment,Belgrano,Capital Federal,196.0,196.0,3470.0,4.0,1.0,0,0
apartment,Palermo,Capital Federal,83.0,83.0,2530.0,4.0,1.0,0,0
apartment,Las Cañitas,Capital Federal,115.0,115.0,4780.0,4.0,1.0,0,0
apartment,Paternal,Capital Federal,74.0,74.0,1920.0,4.0,1.0,0,0
apartment,Paternal,Capital Federal,74.0,74.0,1920.0,3.0,1.0,0,0
apartment,Belgrano,Capital Federal,28.0,28.0,3290.0,4.0,1.0,0,0
apartment,Palermo Hollywood,Capital Federal,42.0,42.0,2830.0,1.0,1.0,0,0
apartment,Las Cañitas,Capital Federal,32.0,32.0,3910.0,1.0,1.0,0,0
apartment,Palermo Hollywood,Capital Federal,35.0,35.0,3090.0,1.0,1.0,0,0
apartment,Las Cañitas,Capital Federal,36.0,36.0,4580.0,2.0,1.0,0,0
apartment,Barrio Norte,Capital Federal,56.0,56.0,3020.0,3.0,1.0,0,0
apartment,Palermo Hollywood,Capital Federal,49.0,49.0,2760.0,1.0,1.0,0,0
apartment,Palermo Hollywood,Capital Federal,35.0,35.0,2740.0,1.0,1.0,0,0
PH,San Telmo,Capital Federal,183.0,183.0,1420.0,4.0,1.1980501574462852,0,0
apartment,Chacarita,Capital Federal,40.0,40.0,2420.0,1.0,1.0,0,0
apartment,Colegiales,Capital Federal,36.0,36.0,2890.0,1.0,1.0,0,0
apartment,Recoleta,Capital Federal,53.0,53.0,2960.0,3.0,1.0,0,0
apartment,Barrio Norte,Capital Federal,30.0,30.0,3830.0,1.0,1.0,0,0
apartment,Colegiales,Capital Federal,36.0,36.0,3580.0,1.0,1.0,0,0
apartment,Palermo Hollywood,Capital Federal,74.0,74.0,2060.0,2.0,1.0,0,0
apartment,Barrio Norte,Capital Federal,53.0,53.0,2960.0,3.0,1.0,0,0
apartment,Palermo,Capital Federal,115.0,115.0,4300.0,4.0,1.0,0,0
apartment,Las Cañitas,Capital Federal,100.0,100.0,5000.0,3.0,1.0,0,0
apartment,Caballito,Capital Federal,84.0,80.0,2810.0,4.0,1.05,0,0
house,Villa del Parque,Capital Federal,190.0,175.0,1690.0,2.0,1.3556367245676364,0,0
apartment,Palermo Soho,Capital Federal,38.0,38.0,2820.0,1.0,1.0,0,0
apartment,Palermo Hollywood,Capital Federal,42.0,42.0,2610.0,1.0,1.0,0,0
apartment,Palermo Hollywood,Capital Federal,61.0,61.0,2890.0,2.0,1.0,0,0
apartment,Palermo Hollywood,Capital Federal,97.0,97.0,2670.0,3.0,1.0,0,0
house,Villa del Parque,Capital Federal,193.0,175.0,1690.0,2.0,1.3556367245676364,0,0
apartment,Nuñez,Capital Federal,27.0,27.0,3220.0,1.0,1.0,0,0
apartment,Villa Urquiza,Capital Federal,35.0,35.0,3060.0,1.0,1.0,0,0
apartment,Villa Urquiza,Capital Federal,79.0,79.0,3220.0,3.0,1.0,0,0
apartment,Villa Urquiza,Capital Federal,53.0,53.0,3420.0,2.0,1.0,0,0
apartment,Villa Urquiza,Capital Federal,40.0,40.0,3080.0,1.0,1.0,0,0
apartment,Belgrano,Capital Federal,118.0,118.0,3440.0,4.0,1.0,0,0
apartment,San Nicolás,Capital Federal,111.0,111.0,2210.0,6.0,1.0,0,0
apartment,Almagro,Capital Federal,61.0,58.0,2160.0,3.0,1.0517241379310345,0,0
apartment,Palermo,Capital Federal,48.0,45.0,2560.0,3.0,1.0666666666666667,0,0
apartment,Puerto Madero,Capital Federal,57.0,57.0,2960.0,3.0,1.0,0,0
apartment,Flores,Capital Federal,93.0,77.0,1820.0,3.0,1.2077922077922079,0,0
house,Mataderos,Capital Federal,315.0,265.0,1020.0,4.0,1.4644707258227643,0,0
apartment,Villa Crespo,Capital Federal,117.0,93.0,2900.0,4.0,1.2580645161290323,0,0
apartment,Caballito,Capital Federal,100.0,91.0,3240.0,4.0,1.098901098901099,0,0
apartment,Flores,Capital Federal,80.0,75.0,2730.0,3.0,1.0666666666666667,0,0
apartment,Almagro,Capital Federal,65.0,60.0,2420.0,4.0,1.0833333333333333,0,0
apartment,Palermo Hollywood,Capital Federal,80.0,80.0,3740.0,3.0,1.0,0,0
apartment,Palermo,Capital Federal,41.0,38.0,3890.0,2.0,1.0789473684210527,0,0
apartment,Palermo Soho,Capital Federal,82.0,56.0,4430.0,3.0,1.4642857142857142,0,0
apartment,Almagro,Capital Federal,102.0,100.0,1900.0,4.0,1.02,0,0
apartment,San Telmo,Capital Federal,66.0,59.0,2360.0,3.0,1.11864406779661,0,0
apartment,Flores,Capital Federal,80.0,75.0,3130.0,3.0,1.0666666666666667,0,0
apartment,Almagro,Capital Federal,78.0,74.0,2360.0,3.0,1.054054054054054,0,0
apartment,San Telmo,Capital Federal,85.0,85.0,1640.0,4.0,1.0,0,0
apartment,Monserrat,Capital Federal,62.0,56.0,1960.0,3.0,1.1071428571428572,0,0
apartment,Barrio Norte,Capital Federal,154.0,154.0,5640.0,4.0,1.0,0,0
apartment,Almagro,Capital Federal,35.0,26.0,2800.0,1.0,1.3461538461538463,0,0
apartment,Caballito,Capital Federal,45.0,36.0,3650.0,2.0,1.25,0,0
PH,Villa Devoto,Capital Federal,123.0,66.0,3940.0,5.0,1.4368810796687193,0,0
apartment,Recoleta,Capital Federal,143.0,135.0,3850.0,4.0,1.0592592592592593,0,0
apartment,Belgrano,Capital Federal,112.0,112.0,2540.0,4.0,1.0,0,0
PH,Colegiales,Capital Federal,100.0,86.0,2670.0,5.0,1.2160407184274309,0,0
PH,Flores,Capital Federal,60.0,55.0,1730.0,3.0,1.3333849383269178,0,0
apartment,Puerto Madero,Capital Federal,70.0,63.0,5710.0,2.0,1.1111111111111112,0,0
apartment,Palermo Hollywood,Capital Federal,30.0,30.0,3330.0,1.0,1.0,0,0
apartment,Barrio Norte,Capital Federal,36.0,36.0,2750.0,2.0,1.0,0,0
apartment,Palermo,Capital Federal,36.0,36.0,2750.0,2.0,1.0,0,0
apartment,Puerto Madero,Capital Federal,188.0,188.0,6470.0,5.0,1.0,1,0
apartment,Puerto Madero,Capital Federal,119.0,119.0,6090.0,3.0,1.0,1,0
apartment,Puerto Madero,Capital Federal,188.0,188.0,6260.0,5.0,1.0,1,0
apartment,Recoleta,Capital Federal,221.0,200.0,2980.0,5.0,1.105,0,0
apartment,Saavedra,Capital Federal,34.0,34.0,3240.0,1.0,1.0,0,0
apartment,Palermo,Capital Federal,171.0,171.0,3450.0,4.0,1.0,0,0
apartment,Villa Luro,Capital Federal,29.0,29.0,2160.0,1.0,1.0,0,0
apartment,Once,Capital Federal,70.0,70.0,2180.0,3.0,1.0,0,0
PH,Villa del Parque,Capital Federal,175.0,73.0,2400.0,4.0,1.3161054480795402,0,0
apartment,Palermo Soho,Capital Federal,38.0,38.0,2370.0,1.0,1.0,0,0
apartment,Floresta,Capital Federal,29.0,29.0,1720.0,2.0,1.0,0,0
PH,Boedo,Capital Federal,160.0,110.0,1570.0,5.0,1.4055528029294353,0,0
apartment,Villa Devoto,Capital Federal,34.0,30.0,2930.0,1.0,1.1333333333333333,0,0
apartment,Villa Urquiza,Capital Federal,55.0,47.0,2910.0,2.0,1.1702127659574468,0,0
apartment,Capital Federal,Capital Federal,76.0,73.0,2190.0,3.0,1.0410958904109588,0,0
house,Capital Federal,Capital Federal,526.0,300.0,1650.0,1.0,2.756564547185661,0,0
PH,Flores,Capital Federal,36.0,30.0,2730.0,2.0,1.3333849383269178,0,0
apartment,Villa Crespo,Capital Federal,108.0,100.0,1970.0,3.0,1.08,0,0
house,Palermo,Capital Federal,38.0,38.0,2370.0,1.0,1.2210227750142861,0,0
PH,Balvanera,Capital Federal,260.0,160.0,1160.0,5.0,1.234902504259906,0,0
house,Parque Patricios,Capital Federal,350.0,250.0,860.0,6.0,1.2920786240266,0,0
apartment,Villa Urquiza,Capital Federal,36.0,34.0,2640.0,1.0,1.0588235294117647,0,0
apartment,Villa Urquiza,Capital Federal,88.0,79.0,3650.0,3.0,1.1139240506329113,0,0
PH,Colegiales,Capital Federal,165.0,118.0,2030.0,4.0,1.2160407184274309,0,0
PH,Villa Urquiza,Capital Federal,165.0,118.0,2030.0,4.0,1.339938015882295,0,0
apartment,Boca,Capital Federal,88.0,80.0,2000.0,4.0,1.1,0,0
apartment,Barrio Norte,Capital Federal,35.0,35.0,2140.0,2.0,1.0,0,0
apartment,Almagro,Capital Federal,36.0,36.0,1860.0,2.0,1.0,0,0
apartment,Belgrano,Capital Federal,36.0,36.0,3190.0,2.0,1.0,0,0
PH,Parque Chacabuco,Capital Federal,160.0,130.0,1580.0,4.0,1.4618882359833987,0,0
apartment,Flores,Capital Federal,102.0,86.0,2440.0,4.0,1.186046511627907,0,0
apartment,Caballito,Capital Federal,103.0,94.0,3160.0,4.0,1.0957446808510638,0,0
apartment,Palermo,Capital Federal,44.0,35.0,2710.0,2.0,1.2571428571428571,0,0
apartment,Caballito,Capital Federal,39.0,34.0,3340.0,2.0,1.1470588235294117,0,0
PH,Agronomía,Capital Federal,145.3103448275862,129.0,1780.0,5.0,1.1264367816091954,0,0
